Date,Open,High,Low,Close,Adj Close,Volume
2023-03-15,1186.729980,1200.000000,1159.349976,1188.959961,1188.959961,475000
2023-03-16,1180.000000,1228.770020,1173.369995,1214.739990,1214.739990,495500
2023-03-17,1200.170044,1208.000000,1180.780029,1201.150024,1201.150024,641800
2023-03-20,1197.280029,1198.560059,1167.000000,1182.750000,1182.750000,376700
2023-03-21,1199.250000,1234.000000,1196.219971,1220.420044,1220.420044,419700
2023-03-22,1224.199951,1225.650024,1185.079956,1186.630005,1186.630005,381500
2023-03-23,1205.920044,1236.020020,1178.569946,1191.550049,1191.550049,406900
2023-03-24,1184.280029,1197.260010,1163.839966,1187.280029,1187.280029,424600
2023-03-27,1198.000000,1215.900024,1182.599976,1191.790039,1191.790039,355600
2023-03-28,1186.089966,1198.640015,1183.000000,1196.739990,1196.739990,251700
2023-03-29,1212.670044,1230.229980,1208.140015,1224.880005,1224.880005,373700
2023-03-30,1247.989990,1269.180054,1228.000000,1266.800049,1266.800049,463900
2023-03-31,1273.880005,1325.670044,1266.130005,1318.060059,1318.060059,719200
2023-04-03,1305.000000,1317.770020,1297.000000,1313.640015,1313.640015,393600
2023-04-04,1328.000000,1329.489990,1296.859985,1301.900024,1301.900024,285500
2023-04-05,1288.280029,1295.180054,1240.500000,1250.050049,1250.050049,473100
2023-04-06,1233.900024,1253.969971,1207.699951,1245.000000,1245.000000,323700
2023-04-10,1225.219971,1252.390015,1210.290039,1251.619995,1251.619995,289800
2023-04-11,1253.579956,1288.880005,1253.579956,1285.060059,1285.060059,403400
2023-04-12,1307.459961,1314.910034,1249.699951,1256.040039,1256.040039,393400
2023-04-13,1277.390015,1304.000000,1268.479980,1296.119995,1296.119995,344000
2023-04-14,1294.170044,1319.979980,1289.449951,1301.880005,1301.880005,248000
2023-04-17,1301.520020,1315.880005,1285.640015,1314.739990,1314.739990,241600
2023-04-18,1320.599976,1337.750000,1315.949951,1321.469971,1321.469971,274000
2023-04-19,1305.310059,1324.199951,1302.260010,1308.290039,1308.290039,209900
2023-04-20,1288.280029,1308.290039,1285.300049,1293.770020,1293.770020,286600
2023-04-21,1296.229980,1304.280029,1268.119995,1281.920044,1281.920044,262100
2023-04-24,1282.000000,1285.989990,1252.130005,1273.619995,1273.619995,316600
2023-04-25,1261.780029,1262.310059,1227.579956,1229.550049,1229.550049,341400
2023-04-26,1241.959961,1259.989990,1232.920044,1235.630005,1235.630005,315700
2023-04-27,1257.969971,1257.969971,1233.719971,1244.920044,1244.920044,300900
2023-04-28,1248.380005,1294.270020,1237.250000,1277.489990,1277.489990,446200
2023-05-01,1263.219971,1298.729980,1260.000000,1291.650024,1291.650024,267300
2023-05-02,1292.479980,1292.479980,1242.670044,1255.739990,1255.739990,376000
2023-05-03,1267.180054,1296.729980,1256.290039,1279.989990,1279.989990,566200
2023-05-04,1326.050049,1336.810059,1196.160034,1213.380005,1213.380005,1238700
2023-05-05,1225.780029,1263.920044,1221.939941,1243.589966,1243.589966,478300
2023-05-08,1242.550049,1289.410034,1242.550049,1284.500000,1284.500000,451300
2023-05-09,1267.560059,1281.199951,1244.770020,1248.050049,1248.050049,469100
2023-05-10,1268.000000,1317.280029,1263.089966,1288.920044,1288.920044,535000
2023-05-11,1296.000000,1303.000000,1281.800049,1296.520020,1296.520020,334600
2023-05-12,1293.930054,1295.369995,1261.640015,1279.670044,1279.670044,275800
2023-05-15,1289.930054,1306.290039,1284.170044,1296.800049,1296.800049,507900
2023-05-16,1286.209961,1301.670044,1268.060059,1275.390015,1275.390015,347600
2023-05-17,1288.250000,1330.569946,1276.000000,1320.150024,1320.150024,458600
2023-05-18,1320.000000,1336.170044,1309.199951,1332.489990,1332.489990,349900
2023-05-19,1327.329956,1327.329956,1300.040039,1310.880005,1310.880005,463600
2023-05-22,1313.329956,1365.640015,1308.800049,1339.619995,1339.619995,604300
2023-05-23,1328.439941,1357.550049,1293.000000,1299.829956,1299.829956,491900
2023-05-24,1290.000000,1297.189941,1261.109985,1284.130005,1284.130005,326200
2023-05-25,1300.420044,1307.880005,1246.810059,1249.910034,1249.910034,368300
2023-05-26,1252.520020,1296.000000,1250.650024,1282.260010,1282.260010,409100
2023-05-30,1297.250000,1301.979980,1242.319946,1249.719971,1249.719971,515100
2023-05-31,1244.359985,1248.640015,1226.619995,1239.000000,1239.000000,637500
2023-06-01,1240.089966,1278.469971,1232.000000,1258.020020,1258.020020,344300
2023-06-02,1279.910034,1284.109985,1221.069946,1270.670044,1270.670044,402000
2023-06-05,1268.709961,1292.280029,1258.160034,1289.489990,1289.489990,272900
2023-06-06,1282.979980,1282.979980,1246.099976,1254.449951,1254.449951,478800
2023-06-07,1253.439941,1259.540039,1200.880005,1208.290039,1208.290039,571600
2023-06-08,1205.839966,1224.359985,1192.339966,1209.739990,1209.739990,447500
2023-06-09,1219.160034,1220.150024,1186.109985,1208.550049,1208.550049,447300
2023-06-12,1209.000000,1240.369995,1192.199951,1238.150024,1238.150024,399800
2023-06-13,1252.800049,1254.729980,1189.050049,1209.520020,1209.520020,500400
2023-06-14,1209.520020,1220.010010,1194.040039,1211.839966,1211.839966,360900
2023-06-15,1206.410034,1229.349976,1198.290039,1223.770020,1223.770020,389500
2023-06-16,1224.000000,1224.000000,1192.599976,1194.739990,1194.739990,779400
2023-06-20,1190.000000,1237.239990,1182.000000,1197.739990,1197.739990,436000
2023-06-21,1199.000000,1227.510010,1192.000000,1210.900024,1210.900024,387600
2023-06-22,1211.760010,1242.000000,1199.500000,1241.510010,1241.510010,452000
2023-06-23,1221.849976,1237.770020,1190.030029,1226.489990,1226.489990,779700
2023-06-26,1220.900024,1239.030029,1154.500000,1155.510010,1155.510010,582500
2023-06-27,1173.099976,1183.000000,1159.290039,1162.089966,1162.089966,522300
2023-06-28,1156.849976,1208.250000,1156.849976,1207.689941,1207.689941,409600
2023-06-29,1211.199951,1214.209961,1162.390015,1171.449951,1171.449951,382400
2023-06-30,1188.000000,1212.599976,1173.260010,1184.599976,1184.599976,489600
2023-07-03,1190.000000,1193.750000,1172.089966,1193.750000,1193.750000,237000
2023-07-05,1193.750000,1248.770020,1178.300049,1247.359985,1247.359985,614900
2023-07-06,1221.199951,1226.000000,1145.500000,1153.589966,1153.589966,912500
2023-07-07,1166.530029,1189.979980,1151.050049,1153.819946,1153.819946,503100
2023-07-10,1108.040039,1109.489990,1063.020020,1087.150024,1087.150024,1409200
2023-07-11,1087.150024,1131.449951,1081.369995,1121.579956,1121.579956,586200
2023-07-12,1143.000000,1153.430054,1127.349976,1141.130005,1141.130005,448200
2023-07-13,1153.949951,1154.000000,1130.000000,1146.719971,1146.719971,383400
2023-07-14,1141.000000,1147.770020,1126.839966,1135.719971,1135.719971,463600
2023-07-17,1128.300049,1181.300049,1128.300049,1179.170044,1179.170044,547200
2023-07-18,1170.050049,1210.000000,1170.050049,1208.660034,1208.660034,641800
2023-07-19,1219.030029,1232.579956,1210.939941,1225.750000,1225.750000,558100
2023-07-20,1210.000000,1223.989990,1194.130005,1198.339966,1198.339966,627700
2023-07-21,1209.219971,1228.920044,1201.989990,1221.030029,1221.030029,1116300
2023-07-24,1221.030029,1223.359985,1174.069946,1198.430054,1198.430054,441700
2023-07-25,1201.510010,1212.560059,1181.160034,1181.839966,1181.839966,475000
2023-07-26,1181.560059,1189.000000,1171.000000,1176.229980,1176.229980,435700
2023-07-27,1193.000000,1221.449951,1167.250000,1169.900024,1169.900024,628300
2023-07-28,1193.849976,1228.140015,1182.390015,1225.020020,1225.020020,447400
2023-07-31,1235.030029,1257.660034,1223.660034,1238.050049,1238.050049,504300
2023-08-01,1236.900024,1236.900024,1202.520020,1210.400024,1210.400024,380800
2023-08-02,1184.550049,1194.640015,1150.010010,1164.810059,1164.810059,747000
2023-08-03,1225.000000,1326.609985,1212.689941,1323.109985,1323.109985,1593900
2023-08-04,1321.319946,1325.109985,1277.290039,1296.160034,1296.160034,797000
2023-08-07,1315.359985,1370.000000,1290.010010,1358.810059,1358.810059,710700
2023-08-08,1348.969971,1356.280029,1311.400024,1328.359985,1328.359985,523800
2023-08-09,1347.650024,1348.939941,1312.089966,1312.660034,1312.660034,418300
2023-08-10,1345.000000,1388.390015,1344.339966,1387.060059,1387.060059,651500
2023-08-11,1360.719971,1368.410034,1328.469971,1330.000000,1330.000000,608800
2023-08-14,1305.910034,1313.000000,1273.920044,1296.520020,1296.520020,653100
2023-08-15,1280.000000,1293.130005,1280.000000,1286.040039,1286.040039,329900
2023-08-16,1282.670044,1284.390015,1238.369995,1247.439941,1247.439941,525700
2023-08-17,1253.880005,1258.000000,1196.040039,1196.560059,1196.560059,579200
2023-08-18,1183.989990,1214.060059,1180.579956,1199.589966,1199.589966,495800
2023-08-21,1207.989990,1234.959961,1203.119995,1228.510010,1228.510010,447800
2023-08-22,1248.849976,1252.420044,1219.829956,1242.729980,1242.729980,330300
2023-08-23,1245.869995,1277.640015,1245.869995,1258.869995,1258.869995,429900
2023-08-24,1261.000000,1261.000000,1212.010010,1215.310059,1215.310059,357200
2023-08-25,1221.310059,1240.500000,1202.010010,1237.839966,1237.839966,310900
2023-08-28,1245.530029,1249.939941,1235.000000,1249.459961,1249.459961,213300
2023-08-29,1252.449951,1322.290039,1247.890015,1304.660034,1304.660034,644900
2023-08-30,1310.000000,1343.910034,1307.630005,1343.130005,1343.130005,494900
2023-08-31,1340.109985,1386.540039,1334.660034,1372.359985,1372.359985,678100
2023-09-01,1402.619995,1421.930054,1396.650024,1421.640015,1421.640015,548900
2023-09-05,1415.250000,1448.229980,1410.000000,1435.050049,1435.050049,621200
2023-09-06,1428.530029,1439.989990,1415.989990,1425.969971,1425.969971,735600
2023-09-07,1407.439941,1448.819946,1402.010010,1436.349976,1436.349976,503600
2023-09-08,1436.349976,1451.560059,1421.479980,1428.189941,1428.189941,509500
2023-09-11,1439.000000,1439.000000,1403.000000,1422.930054,1422.930054,433000
2023-09-12,1416.060059,1418.900024,1391.069946,1399.140015,1399.140015,370300
2023-09-13,1393.250000,1401.969971,1373.489990,1397.459961,1397.459961,362400
2023-09-14,1405.920044,1405.920044,1363.510010,1383.430054,1383.430054,472400
2023-09-15,1383.469971,1402.489990,1372.699951,1396.660034,1396.660034,451000
2023-09-18,1376.099976,1400.750000,1372.829956,1383.729980,1383.729980,288000
2023-09-19,1367.359985,1371.180054,1322.839966,1342.640015,1342.640015,634000
2023-09-20,1357.000000,1361.410034,1323.660034,1326.339966,1326.339966,412800
2023-09-21,1295.000000,1310.099976,1287.000000,1293.280029,1293.280029,358000
2023-09-22,1307.000000,1317.000000,1274.369995,1276.959961,1276.959961,280200
2023-09-25,1266.000000,1296.400024,1265.020020,1290.530029,1290.530029,202200
2023-09-26,1275.130005,1278.579956,1251.530029,1268.619995,1268.619995,350900
2023-09-27,1272.000000,1282.319946,1253.010010,1256.520020,1256.520020,312600
2023-09-28,1250.849976,1282.709961,1240.010010,1274.140015,1274.140015,354300
2023-09-29,1295.270020,1301.489990,1262.599976,1267.880005,1267.880005,348200
2023-10-02,1255.589966,1281.400024,1250.000000,1259.410034,1259.410034,347000
2023-10-03,1246.859985,1257.170044,1213.099976,1228.280029,1228.280029,355000
2023-10-04,1238.229980,1242.000000,1222.319946,1231.560059,1231.560059,218400
2023-10-05,1230.000000,1230.000000,1198.510010,1214.380005,1214.380005,351600
2023-10-06,1200.619995,1243.000000,1190.010010,1237.530029,1237.530029,303300
2023-10-09,1218.829956,1244.920044,1206.020020,1238.380005,1238.380005,160900
2023-10-10,1245.199951,1277.109985,1242.000000,1258.310059,1258.310059,301700
2023-10-11,1272.869995,1277.989990,1218.000000,1243.949951,1243.949951,312800
2023-10-12,1239.010010,1246.689941,1218.079956,1229.959961,1229.959961,279700
2023-10-13,1223.849976,1228.479980,1210.180054,1223.500000,1223.500000,213300
2023-10-16,1233.079956,1249.979980,1224.430054,1226.199951,1226.199951,257600
2023-10-17,1215.900024,1244.500000,1207.219971,1240.650024,1240.650024,281900
2023-10-18,1230.000000,1239.979980,1205.349976,1211.699951,1211.699951,365600
2023-10-19,1220.650024,1228.869995,1171.170044,1179.959961,1179.959961,492400
2023-10-20,1180.780029,1181.000000,1144.300049,1169.670044,1169.670044,354100
2023-10-23,1141.040039,1190.800049,1141.040039,1180.130005,1180.130005,279500
2023-10-24,1183.839966,1227.310059,1183.290039,1221.989990,1221.989990,362800
2023-10-25,1209.790039,1215.579956,1186.040039,1190.979980,1190.979980,345500
2023-10-26,1192.430054,1202.579956,1162.729980,1175.000000,1175.000000,407400
2023-10-27,1199.910034,1216.930054,1188.400024,1200.449951,1200.449951,498000
2023-10-30,1221.410034,1242.109985,1211.900024,1226.239990,1226.239990,428800
2023-10-31,1228.619995,1258.000000,1205.800049,1240.739990,1240.739990,477800
2023-11-01,1239.000000,1347.959961,1215.010010,1300.010010,1300.010010,918800
2023-11-02,1349.790039,1392.380005,1310.310059,1319.500000,1319.500000,958800
2023-11-03,1346.569946,1393.780029,1346.569946,1387.790039,1387.790039,734800
2023-11-06,1398.589966,1398.589966,1352.959961,1374.770020,1374.770020,418300
